,bb_knockdowns_over_0_5,bb_knockdowns_over_1_5,bb_knockdowns_over_2_5,bb_knockdowns_over_3_5,bb_knockdowns_over_4_5,bb_red_phsl_over_40_5,bb_red_phsl_over_67_5,bb_red_phsl_over_94_5,bb_red_phsl_over_121_5,bb_red_phsl_over_148_5,bb_red_phsl_over_175_5,bb_red_phsl_over_202_5,bb_blue_phsl_over_40_5,bb_blue_phsl_over_67_5,bb_blue_phsl_over_94_5,bb_blue_phsl_over_121_5,bb_blue_phsl_over_148_5,bb_blue_phsl_over_175_5,bb_blue_phsl_over_202_5,bb_red_tsl_over_40_5,bb_red_tsl_over_67_5,bb_red_tsl_over_94_5,bb_red_tsl_over_121_5,bb_red_tsl_over_148_5,bb_red_tsl_over_175_5,bb_red_tsl_over_202_5,bb_red_tsl_over_229_5,bb_red_tsl_over_256_5,bb_blue_tsl_over_40_5,bb_blue_tsl_over_67_5,bb_blue_tsl_over_94_5,bb_blue_tsl_over_121_5,bb_blue_tsl_over_148_5,bb_blue_tsl_over_175_5,bb_blue_tsl_over_202_5,bb_blue_tsl_over_229_5,bb_blue_tsl_over_256_5,bb_red_win,bb_blue_win,bb_draw,bb_red_win_or_draw,bb_blue_win_or_draw,bb_red_ko,bb_blue_ko,bb_red_decision,bb_blue_decision
bb_knockdowns_over_0_5,1.0,1.0,0.7324111099208602,0.6119578915154875,0.47002621587102644,0.024130961148091993,0.00881267231942907,-0.017522384350635557,,,,,-0.09407353975095728,,,,,,,-0.13093242988691792,-0.1485540304149979,-0.13462435189764374,-0.08849122409007891,-0.06772545627655273,-0.09848063567865116,-0.059449185610274916,,,-0.2174471485822184,-0.1715169958588018,-0.08181968925775468,-0.06177082968052401,0.013342950793099544,,,,,0.2009639655842118,-0.19449958494755243,-0.057516526429676,0.19896536700889766,-0.19747987602619985,0.256340298752312,-0.1541034736897196,-0.1668332672042546,-0.1340559424117677
bb_knockdowns_over_1_5,1.0,1.0,0.7324111099208602,0.6119578915154875,0.47002621587102644,0.024130961148091993,0.00881267231942907,-0.017522384350635557,,,,,-0.09407353975095728,,,,,,,-0.13093242988691792,-0.1485540304149979,-0.13462435189764374,-0.08849122409007891,-0.06772545627655273,-0.09848063567865116,-0.059449185610274916,,,-0.2174471485822184,-0.1715169958588018,-0.08181968925775468,-0.06177082968052401,0.013342950793099544,,,,,0.2009639655842118,-0.19449958494755243,-0.057516526429676,0.19896536700889766,-0.19747987602619985,0.256340298752312,-0.1541034736897196,-0.1668332672042546,-0.1340559424117677
bb_knockdowns_over_2_5,0.7324111099208601,0.7324111099208601,1.0,0.8355387885659046,0.6417518924881052,0.11103685703741464,0.04206823545818094,-0.0001465482660981112,,,,,-0.036026606608457766,,,,,,,0.1668471826357072,0.07828833133535293,0.04866039583856591,0.046385683543710136,0.027610872114714396,-0.02530704573329666,-0.016848160615194195,,,-0.02386518367549738,-0.046066810428819986,-0.020886934838121044,-0.036783614790637575,0.018217843247273307,,,,,0.11119835876887367,-0.11418424288109602,-0.01872477144323653,0.11848093112210055,-0.10779341604246934,0.0492260135981792,-0.10481882874043001,0.004943473613498098,-0.07046180918755639
bb_knockdowns_over_3_5,0.6119578915154875,0.6119578915154875,0.8355387885659045,1.0,0.7680695394041305,0.13460686628680965,0.04862847620577626,0.009765400067499845,,,,,-0.028442497255803185,,,,,,,0.23950283946252665,0.12501437866995874,0.09639185618251954,0.07876891779938648,0.0634895563038961,0.006189626810113624,0.0067263871141288135,,,0.007713589475805731,-0.036101343439534424,0.002180255319210613,-0.058049878179025814,-0.045909669568313036,,,,,0.11140348760097377,-0.11654651948928839,-0.03152112023458102,0.11052795062373459,-0.11673930958401232,0.00992350307291274,-0.124327573708801,0.04632082971584345,-0.06196481233688379
bb_knockdowns_over_4_5,0.47002621587102644,0.47002621587102644,0.6417518924881053,0.7680695394041305,1.0,0.1976837552788502,0.08398506201222537,0.024988148953044867,,,,,-0.025699408127062683,,,,,,,0.253433939833569,0.2337345510074266,0.18576401214210786,0.17164614443291942,0.12703491040406945,0.05911102995450858,0.027589947959288888,,,0.09305288968765896,0.010041439443105963,-0.007243937058048337,-0.07062976795911692,-0.035261818759529606,,,,,0.07895811365003147,-0.09855406804185349,0.0021805148871699167,0.09403890202422716,-0.0831111414158175,-0.08524153266548883,-0.09179434850201838,0.1297312022490111,-0.060056687878503746
bb_red_phsl_over_40_5,0.024130961148091993,0.024130961148091993,0.11103685703741464,0.13460686628680965,0.19768375527885024,1.0,0.3818658414672746,0.15772280860638008,,,,,0.022864566879667536,,,,,,,0.33080599932146043,0.4523685809817406,0.5134508726781809,0.53696186115653,0.5543531372983994,0.43206552660894315,0.25230984359381564,,,0.2860782567715151,0.01507221735619605,-0.010189830688526953,-0.025462799531111305,-0.012712269176588685,,,,,0.07271755997456622,-0.0830784622230509,-0.005160377844092544,0.08201630575441221,-0.07384812661679058,-0.3817265771542365,-0.04038203743970961,0.43790149159060987,-0.07186621672985331
bb_red_phsl_over_67_5,0.00881267231942907,0.00881267231942907,0.04206823545818094,0.04862847620577626,0.08398506201222537,0.3818658414672746,1.0,0.413031990503128,,,,,0.008999857555343648,,,,,,,0.12632351129331224,0.17274410882994884,0.21714880131621622,0.29059742781408676,0.3744395158470731,0.3614837971784336,0.3592792292048866,,,0.09414450149761847,-0.06495917550686865,-0.031724826884612374,-0.009723373369060347,-0.0048543813660765645,,,,,0.03737013377447862,-0.03172482688461238,-0.01956496513239769,0.03131922561094586,-0.03772230460249008,-0.17107845520594017,-0.015420520707077731,0.19868915180469304,-0.027443253324614898
bb_red_phsl_over_94_5,-0.01752238435063556,-0.01752238435063556,-0.0001465482660981112,0.009765400067499845,0.02498814895304487,0.15772280860638008,0.41303199050312805,0.9999999999999998,,,,,-0.011706957974975648,,,,,,,0.05217565131682132,0.0713488431177232,0.08968940164300565,0.12002603404514091,0.17161333830700085,0.1876147472967014,0.21727688589410588,,,-0.00976540006749976,-0.026830217561044225,-0.013103368396518707,-0.004016064257028089,-0.0020050147982918812,,,,,0.015435060738241116,-0.013103368396518671,-0.008080956492758432,0.012935842095105609,-0.015580518556331807,-0.05467688163623837,-0.006369168362239041,0.06527965167990202,-0.011334941546547302
bb_red_phsl_over_121_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb_red_phsl_over_148_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb_red_phsl_over_175_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb_red_phsl_over_202_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb_blue_phsl_over_40_5,-0.09407353975095728,-0.09407353975095728,-0.036026606608457766,-0.028442497255803185,-0.025699408127062687,0.02286456687966754,0.008999857555343648,-0.01170695797497565,,,,,1.0,,,,,,,0.15209372116346923,0.16288544067190394,0.11891105182831399,-0.0026302673839375588,-0.01653746990865545,-0.045838698509360176,-0.02639038298549497,,,0.26805915484470794,0.42074251739540786,0.5828885426661984,0.3430493442970147,0.1712669339531,,,,,-0.3932566617649894,0.44173279542296673,0.021057860828711073,-0.44793009179522664,0.3892015974253765,-0.24499950289002792,0.03769528215500146,0.05698228464527975,0.48373987424260523
bb_blue_phsl_over_67_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
