,bb_knockdowns_over_0_5,bb_knockdowns_over_1_5,bb_knockdowns_over_2_5,bb_knockdowns_over_3_5,bb_knockdowns_over_4_5,bb_red_phsl_over_40_5,bb_red_phsl_over_67_5,bb_red_phsl_over_94_5,bb_red_phsl_over_121_5,bb_red_phsl_over_148_5,bb_red_phsl_over_175_5,bb_red_phsl_over_202_5,bb_blue_phsl_over_40_5,bb_blue_phsl_over_67_5,bb_blue_phsl_over_94_5,bb_blue_phsl_over_121_5,bb_blue_phsl_over_148_5,bb_blue_phsl_over_175_5,bb_blue_phsl_over_202_5,bb_red_tsl_over_40_5,bb_red_tsl_over_67_5,bb_red_tsl_over_94_5,bb_red_tsl_over_121_5,bb_red_tsl_over_148_5,bb_red_tsl_over_175_5,bb_red_tsl_over_202_5,bb_red_tsl_over_229_5,bb_red_tsl_over_256_5,bb_blue_tsl_over_40_5,bb_blue_tsl_over_67_5,bb_blue_tsl_over_94_5,bb_blue_tsl_over_121_5,bb_blue_tsl_over_148_5,bb_blue_tsl_over_175_5,bb_blue_tsl_over_202_5,bb_blue_tsl_over_229_5,bb_blue_tsl_over_256_5,bb_red_win,bb_blue_win,bb_draw,bb_red_win_or_draw,bb_blue_win_or_draw,bb_red_ko,bb_blue_ko,bb_red_decision,bb_blue_decision
bb_knockdowns_over_0_5,0.9999999999999999,0.9999999999999999,0.7839615357062487,0.6501554847537849,0.533783100798917,0.09615283479652757,0.03805496110565666,0.0225927234056444,,,,,-0.016692548174140197,0.0159674701939751,,,,,,-0.22238487466379203,-0.2182408825575547,-0.17263004031343449,-0.12641381933752863,-0.027718290085219227,0.008073461031388379,-0.03863782628986252,0.03577604433411336,,-0.23018253124759694,-0.18063227386564334,-0.07155793807370368,0.027684195435373954,,,,,,0.1382877970887666,-0.13803400960235498,-0.04294856552919085,0.1380340096023549,-0.13828779708876662,0.2808593684812039,-0.10672370027221752,-0.21921317105329546,-0.10160965149501676
bb_knockdowns_over_1_5,0.9999999999999999,0.9999999999999999,0.7839615357062487,0.6501554847537849,0.533783100798917,0.09615283479652757,0.03805496110565666,0.0225927234056444,,,,,-0.016692548174140197,0.0159674701939751,,,,,,-0.22238487466379203,-0.2182408825575547,-0.17263004031343449,-0.12641381933752863,-0.027718290085219227,0.008073461031388379,-0.03863782628986252,0.03577604433411336,,-0.23018253124759694,-0.18063227386564334,-0.07155793807370368,0.027684195435373954,,,,,,0.1382877970887666,-0.13803400960235498,-0.04294856552919085,0.1380340096023549,-0.13828779708876662,0.2808593684812039,-0.10672370027221752,-0.21921317105329546,-0.10160965149501676
bb_knockdowns_over_2_5,0.7839615357062486,0.7839615357062486,0.9999999999999999,0.829320642840058,0.6808791968575962,0.16475952517809953,0.06657146507914749,0.02881866313159264,,,,,0.013496678365415314,0.02036767043626779,,,,,,0.0491336374553878,0.006059803787280393,0.008556250524999219,0.0027515571839652224,0.05328811137813648,0.05840925908498186,-0.001206446832018671,0.04563494853339144,,-0.04431453344200481,-0.07109630560078675,-0.028464414966412263,0.03531320629198243,,,,,,0.07137445189558285,-0.08162482253369237,-0.008298230228426608,0.08162482253369258,-0.07137445189558257,0.07681237447032656,-0.07771549386916353,-0.04316440038714757,-0.053268989656196954
bb_knockdowns_over_3_5,0.6501554847537849,0.6501554847537849,0.829320642840058,1.0,0.821008379251105,0.20015042948680392,0.07835952726467091,0.03474972362065107,,,,,0.02241451442297507,0.02455946395656753,,,,,,0.16035870158210572,0.09136792427062639,0.08020324427174948,0.049404439460340586,0.08717302402627623,0.07382331188747901,0.014673305495594946,0.05502690536812403,,0.024380825924272802,-0.03436250014371661,-0.02081592599009308,0.04258088424164881,,,,,,0.0572549161773702,-0.06279057068507664,-0.010246236932120394,0.06279057068507662,-0.05725491617737028,-0.001268062519268813,-0.05863701265998985,0.0299488613459172,-0.04151259702984548
bb_knockdowns_over_4_5,0.533783100798917,0.533783100798917,0.6808791968575961,0.821008379251105,0.9999999999999999,0.21983444213673725,0.09570598150760319,0.042325662561871244,,,,,0.020603760636349635,0.02991377990437783,,,,,,0.20068652597264663,0.16192100152511876,0.1445131632068155,0.11305863397157966,0.14846622832987244,0.10500380085331969,0.0462710737040891,0.06702356121909213,,0.07995892282968922,-0.0009452440905932272,-0.021606447561359102,0.015236919164810627,,,,,,0.08087147062382463,-0.07278240813137345,-0.035724734614279746,0.07278240813137392,-0.08087147062382458,-0.06268457405640711,-0.06477512847291986,0.10483133344579441,-0.049608597682319
bb_red_phsl_over_40_5,0.09615283479652756,0.09615283479652756,0.16475952517809955,0.20015042948680395,0.21983444213673722,1.0,0.4128674735635697,0.11095194885906903,,,,,0.04528781853390405,-0.012765330051578901,,,,,,0.3131961536321448,0.4010596717776725,0.4598714831310151,0.48428180658677134,0.47579593069637577,0.4410177526214987,0.28840268825155446,0.09397623678721065,,0.2654089640906637,0.012517598998374482,-0.020273162808331423,0.0305637433091366,,,,,,0.06787937397125234,-0.06765174076690769,-0.021219236057456455,0.06765174076690772,-0.06787937397125232,-0.3432022985689585,0.0006913422646696421,0.3863837232406913,-0.07453470297468211
bb_red_phsl_over_67_5,0.03805496110565666,0.03805496110565666,0.06657146507914749,0.07835952726467091,0.0957059815076032,0.4128674735635697,1.0,0.2687350202267407,,,,,0.06434080909147137,-0.005270389567600535,,,,,,0.12930850467993138,0.16558449343508266,0.20444488531856086,0.23084214246601506,0.296699814090528,0.33770742833136963,0.20063948840927268,0.07566260031376429,,0.08070565474615483,-0.04150320378774444,-0.029295453284365468,-0.00913773397022295,,,,,,0.01724345668268877,-0.002518755852473913,-0.024984310867159493,0.002518755852473947,-0.01724345668268874,-0.19218295640573843,0.060014875257441654,0.20597278702577596,-0.03077295450996824
bb_red_phsl_over_94_5,0.0225927234056444,0.0225927234056444,0.02881866313159264,0.03474972362065106,0.042325662561871244,0.11095194885906902,0.2687350202267406,0.9999999999999999,,,,,-0.006395164014797794,-0.0014163382470519204,,,,,,0.03474972362065107,0.04449835219251144,0.05494150039133694,0.07733102653767497,0.11380367167055613,0.17264310884624362,0.1306389152798031,-0.003173388101125057,,0.05563496222895683,-0.02004404929093965,-0.007872714230925466,-0.0024556291233144394,,,,,,0.011509173915418008,-0.009137851716970269,-0.0067141592862373055,0.009137851716970277,-0.011509173915418003,-0.05164629067693096,-0.0037585828080942286,0.058792042737367184,-0.008269770552672855
bb_red_phsl_over_121_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb_red_phsl_over_148_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
